category,sub-category,sub-category-link,title,author,keywords
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,Feynman rules for the rational part of the QCD 1-loop amplitudes,Costas Papadopoulos,"['High Energy Physics', 'Mathematical Sciences', 'Physical sciences', 'High']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,Search for the Standard Model Higgs Boson Decaying to a bb[over ¯] Pair in Events with One Charged Lepton and Large Missing Transverse Energy Using the Full CDF Data Set,Edwin Rafael Balderas Reyes,"['Physics', 'Particle Physics', 'High Energy Physics', 'Medicine', 'Physical sciences', 'Standard Model', 'Higgs boson', 'Lepton', 'Confidence Level']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,An Exceptionally Simple Theory of Everything,Garrett  Lisi,"['Lie Algebra', 'Quantum Cosmology', 'High Energy Physics', 'Standard Model', 'arXiv']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,TMVA-Toolkit for Multivariate Data Analysis,Helge Voss,"['Machine Learning', 'Data Analysis', 'User Interface', 'High Energy Physics', 'Multivariate Data Analysis', 'Performance Evaluation', 'Data Handling', 'Multivariate Regression', 'Classification Algorithm']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,Wavelet Analysis of Shower Track Distribution in High-Energy Nucleus-Nucleus Collisions,Amitabha Mukhopadhyay,"['High Energy Physics', 'Mathematical Sciences', 'Physical sciences']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,A resolution of spacetime singularity and black hole paradoxes through avoidance of trapped surface formation in Einstein gravity,Rituparno Goswami,"['Quantum Cosmology', 'High Energy Physics', 'Gravitational Collapse', 'Black Hole', 'Boolean Satisfiability']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,Quantum criticality and black holes,Subir Sachdev,"['Materials Engineering', 'Condensed Matter Physics', 'Thermodynamics', 'Magnetohydrodynamics', 'Gravitation', 'Particle Physics', 'Black Holes', 'Superfluidity', 'Superconductivity', 'String Theory', 'High Energy Physics', 'Statistical Physics', 'Nanotechnology', 'Hawking Radiation', 'Magnetic field', 'Critical phenomena', 'Cosmology', 'Phase Diagrams', 'Transport Properties', 'Nonlinear Systems', 'Conformal Field Theory', 'Cuprates', 'Black Hole', 'Quantum Criticality', 'Quantum Critical Point', 'Quasiparticles', 'Quantum Phase Transition', 'Finite Temperature', 'Kinetic Equation', 'Cuprate']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,"Dissipative superfluids, from cold atoms to quark matter",Cristina Manuel,"['High Energy Physics', 'Thermal Conductivity', 'Quark Matter']"
Physics,High Energy Physics,https://www.academia.edu/Documents/in/High_Energy_Physics?f_fri=,Parallelization of geant4 using top-c and marshalgen,Viet Canh Nguyen,"['Object Oriented Programming', 'Physics', 'Parallel Programming', 'Monte Carlo Simulation', 'Radiation Therapy', 'High Energy Physics', 'Monte Carlo Methods', 'Object Oriented Design', 'Large Hadron Collider', 'Detectors', 'Network computing', 'Source Code', 'Mine Detection', 'Solid Modeling', 'Application Software', 'linear accelerators']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Professional development in optics and photonics education,Nicholas Massa,"['Optics', 'Curriculum Design', 'Fiber Optics', 'Telecommunications', 'Photonics', 'Optical Communication', 'Science and Technology', 'Professional Development', 'Astrophysics', 'Technology Education', 'National Science Foundation', 'Optical Communications', 'High School', 'Laboratory experiment', 'teaching Strategies', 'New England', 'Fiber Optic', 'Level']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,"Trace element signature of subduction-zone fluids, melts and supercritical liquids at 120–180 km depth",Thomas  Pettke,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'High Pressure', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Cell Signalling', 'Medical Research', 'Partition Coefficient', 'Subduction Zone', 'Low Temperature', 'Tethys Oceanic Crust', 'Trace element', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,"The Star Gate Archives: Reports of the United States Government Sponsored Psi Program, 1972–1995. Volume 2: Remote Viewing, 1985–1995",Sonali Bhatt Marwaha,"['Cognitive Psychology', 'Parapsychology', 'Astrophysics', 'Indian Psychology', 'Entropy', 'Scientific Parapsychology', 'Astronomy']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,A Catholic Critique of the Healing Art of Reiki,Gareth Leyshon,"['Religion', 'Christianity', 'Astrophysics', 'Religious Studies', 'Christian Studies']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Research and treatment approaches to depression,Ma-Li Wong,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Cognitive Science', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Cell Signalling', 'Medical Research', 'Cognitive Function', 'Genetic Susceptibility', 'Earth Science', 'Neurosciences']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The chess players,Dan Gollub,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Cell Signalling', 'Medical Research', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,"The Secret Doctrine Volume IV, The Nature of Everything",Madonna-Megara Holloway,"['P Adic Analysis', 'Quantum Physics', 'Chemistry', 'Space Sciences', 'Human Evolution', 'Metaphysics', 'Cosmology (Physics)', 'Quantum Gravity', 'Relativity', 'Death', 'Particle Physics', 'Renewable Energy', 'Metaphysics of Consciousness', 'General Relativity', 'Metaphysics of Time', 'Quantum Cosmology', 'Quantum Mechanics', 'Consciousness', 'Evolution', 'Philosophy of Time', 'Special Relativity', 'Astrophysics', 'Darwin', 'Quantum entanglement', 'Cosmology', 'Theory of Everything', 'Reincarnation', 'H. P. Blavatsky', ""Bell's theorem, locality, quantum mechanics"", 'de Broglie-Bohm theory', 'Annie Besant', 'Alice A. Bailey']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Mobile genetic elements: the agents of open source evolution,Anne Summers,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Microbiology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Molecular Evolution', 'Biotechnology', 'Systems Biology', 'Cancer', 'Medical Microbiology', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Horizontal Gene Transfer', 'Astrophysics', 'Neurobiology', 'Medicine', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Open Source', 'Astronomy', 'DNA', 'Cell Signalling', 'Medical Research', 'Genetic Recombination', 'Earth Science', 'DNA sequence']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The Communication Infrastructures of Living Systems and the Universe: Analysis from the Perspective of Antenna Theory,Sirsendu Sekhar Ray,"['Gravitation', 'Antennas & Radio Wave Propagation', 'Wireless Communications', 'Biology', 'Evolution', 'Evolution of Consciousness', 'Astrophysics', 'Gravitational Waves', 'Astronomy', 'Unified Field Theory']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The Communication Infrastructures of Living Systems and the Universe: Analysis from the Perspective of Antenna Theory,Sirsendu Sekhar Ray,"['Bioengineering', 'Physics', 'Antennas & Radio Wave Propagation', 'Wireless Communications', 'Molecular Biology', 'General Relativity', 'Biology', 'Life Sciences', 'Astrophysics', 'Gravitational Waves', 'Astronomy']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,A First Course in General Relativity Solutions to Selected Exercises,상언 이,"['Mathematical Physics', 'Theoretical Physics', 'Astrophysics', 'Astronomy']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,GÖK MEKANİĞİ UYGULAMA SORULARI,Haki Savci,"['Mechanics', 'Astrophysics', 'Astronomy', 'Celestial Mechanics', 'Gök Mekaniği']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Dark Energy - Unfortunate Curve Theory,Kaan Yetişen,"['Physics', 'Cosmology (Physics)', 'General Relativity', 'Black Holes', 'Dark Matter', 'Early Universe', 'Dark Energy', 'Special Relativity', 'Astrophysics', 'Magnetic field', 'Big Bang', 'Cosmology', 'The Big Bang', 'Universe', 'Theoritical Physics', 'General Theory of Relativity', 'Gravity', 'Dark Matter and Dark Energy', 'Modified theories of Gravity', 'Hubble Constant']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Water on the Moon,Estelle Asmodelle,"['Observational Astronomy', 'Astrophysics', 'Space Exploration', 'Astronomy', 'Nasa', 'Robots', 'Moon']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Body image in Ancient Egypt,Josie  Glausiusz,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Body Image', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Cell Signalling', 'Medical Research', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Moon Formation: Water and Life on the Moon,Chandra Wickramasinghe,"['Astrobiology', 'Astrophysics']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Satellite Technology Principles and Applications Second Edition,priyanka K,"['Electrical Engineering', 'Control Systems Engineering', 'Aerospace Engineering', 'Remote Sensing', 'Wireless Communications', 'Renewable Energy', 'Astrophysics', 'Control Systems', 'Astronomy']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Human evolution writ small,Robert Foley,"['Biochemistry', 'Bioinformatics', 'Developmental Biology', 'Climate Change', 'Computational Biology', 'Biotechnology', 'Cancer', 'Biology', 'Cell Cycle', 'Ecology', 'Drug Discovery', 'Biodiversity', 'Astrophysics', 'Astronomy', 'DNA', 'Animals', 'Cell Signalling', 'Biological evolution', 'Adult', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Ball lightning caused by oxidation of nanoparticle networks from normal lightning strikes on soil,John  Abrahamson,"['Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Environmental Science', 'Developmental Biology', 'Climate Change', 'Computational Biology', 'Biotechnology', 'Cancer', 'Biology', 'Cell Cycle', 'Ecology', 'Drug Discovery', 'Evolution', 'Astrophysics', 'Astronomy', 'DNA', 'Cell Signalling', 'Energy Source', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Ecology: Traits of plant invaders,Tim Seastedt,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Europe', 'United States', 'Animals', 'Cell Signalling', 'Medical Research', 'Plants', 'Population Growth', 'Home Range', 'Ecosystem', 'Plant Development', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Paneth cell trypsin is the processing enzyme for human defensin-5,satya to,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Innate immunity', 'Neurobiology', 'Medicine', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Humans', 'Cell Signalling', 'Medical Research', 'Trypsin', 'Antimicrobial Peptide', 'Enzyme', 'Surface Area', 'Protein isoforms', 'Amino Acid Sequence', 'Base Sequence', 'Earth Science', 'Small Intestine', 'Molecular Sequence Data']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Profit or perish even worse than publish or perish,Ed Kiegle,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Creativity', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Employment', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Profitability', 'Cell Signalling', 'Medical Research', 'Universities', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Dark Matter Density Function Depending on Gravitational Field as Universal Law,Manuel  Abarca Hernandez,['Astrophysics']
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Stability of organic carbon in deep soil layers controlled by fresh carbon supply,Sébastien Barot,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Soil', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Carbon Dioxide', 'Carbon', 'Biotechnology', 'Systems Biology', 'Biomass', 'Cancer', 'Decomposition', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Carbon Sequestration', 'Carbon Cycle', 'Nanotechnology', 'Magnetic Resonance Spectroscopy', 'Astrophysics', 'Stability', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Cellulose', 'Signal Transduction', 'Astronomy', 'DNA', 'Depth', 'Radiocarbon Dating', 'Cell Signalling', 'Medical Research', 'Plants', 'Soil Carbon', 'Soil Organic Carbon', 'Organic carbon', 'Soil Horizons', 'Earth Science', 'Soil Profile']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The ethics of research on great apes,Pascal Gagneux,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Breeding', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Animal Welfare', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Humans', 'Federal Government', 'United States', 'Female', 'Animals', 'Laboratory Animals', 'Male', 'Cell Signalling', 'Medical Research', 'Genome', 'Pan troglodytes', 'Hominidae', 'Conservation of Natural Resources', 'Ethics Research', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The Interstellar 7Li/6Li Ratio,R. Ferlet,"['Materials Science', 'Astrophysics']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The Radio Continuum Morphology of Spiral Galaxies,Piet van der Kruit,"['Physics', 'Quantum Mechanics', 'Dust (Astronomy & Astrophysics)', 'Astrophysics', 'Electromagnetic Radiation', 'Galaxy', 'Optical Properties', 'Spiral Galaxies', 'Physical Properties', 'Radio Continuum']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The Fundamental Plane of Early-Type Galaxies in Nearby Clusters from the WINGS Database,Jesus Alfredo Lopez,"['Physics', 'Organic Chemistry', 'Astrophysical Plasma', 'Galaxy Clusters', 'Astrophysics', 'Astronomy', 'Galaxies', 'Clusters of Galaxies', 'Galaxy kinematics', 'Fundamental plane', 'Cluster Sampling']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,"Hadean diamonds in zircon from Jack Hills, Western Australia",Thorsten Geisler-Wierwille,"['Biochemistry', 'Bioinformatics', 'Developmental Biology', 'Climate Change', 'Computational Biology', 'Biotechnology', 'Cancer', 'Biology', 'Cell Cycle', 'Drug Discovery', 'Astrophysics', 'Astronomy', 'DNA', 'Archean', 'Dating', 'Cell Signalling', 'Chemical Analysis', 'Diamond', 'Continental Crust', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Evolution of Accreting Binary Systems on the Spin-up Line,Dr. Ali  Taani,"['Pulsars', 'Astrophysics', 'Binary Stars']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Venus: Express dispatches,Andrew Ingersoll,"['Biochemistry', 'Bioinformatics', 'Environmental Science', 'Developmental Biology', 'Climate Change', 'Computational Biology', 'Carbon Dioxide', 'Biotechnology', 'Cancer', 'Biology', 'Cell Cycle', 'Ecology', 'Drug Discovery', 'Evolution', 'Astrophysics', 'Astronomy', 'DNA', 'Atmosphere', 'Cell Signalling', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The Truncated Disk of CoKu Tau/4,William Forrest,"['Organic Chemistry', 'Astrophysical Plasma', 'Protoplanetary Disks', 'Astrophysics', 'Film Stars', 'Astronomy', 'Planetary Systems', 'Mid-Infrared', 'T Tauri stars', 'Spectrum', 'Infrared', 'Temperature Gradient', 'Circumstellar disks around Young Stars', 'Pre main Sequence Stars']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,(MUTM - version 1.0 - 20.04.2021 - 2 A4 pages without references) A proposed Modular Universe toy-model (MUTM) predicting all elementary particles to be quantum black-holes (gravitational quasi-singularities) governed by self-gravity and self-antigravity,Andrei Lucian  Drăgoi (Dragoi),"['Mathematical Physics', 'Physics', 'Theoretical Physics', 'Elementary Particle Physics', 'Quantum Gravity', 'Particle Physics', 'Anti Gravity Systems', 'Astrophysics', 'Gravity Equation', 'Gravity', 'Elementary Particle Phenomenology', 'Elementary Particle Physics and Field Theory', 'Quantum Mechanics and Particle Elementary', 'Anti-gravity', 'Gravity, Planck constant,structure of elementary particles', 'Antigravity', 'Anti- gravity properties of matter', 'self-gravity', 'Anti-Quantum Gravity', 'strong gravity']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,"Algorithmic Quantization for the Analysis of Wave Propagation, our Universe and Cosmic Origin",Andrew M K Nassief,"['Theoretical Physics', 'Quantum Physics', 'Philosophy Of Mathematics', 'Particle Physics', 'Astrophysics', 'Astronomy', 'Theoretical Particle Physics', 'Physics and Astronomy', 'Philsoophy']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,The RNA-binding protein KSRP promotes the biogenesis of a subset of microRNAs,Roberto Gherzi,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Micro Rna', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'MicroRNA', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Regulation', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Gene expression', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Gene Silencing', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'RNA interference', 'Cell line', 'Humans', 'Mice', 'Animals', 'Cell Signalling', 'Medical Research', 'Biogenesis', 'microRNAs', 'mRna expression levels', 'Embryonic Development', 'RNA-binding proteins', 'Protein Expression', 'Cell Proliferation', 'Earth Science', 'single stranded DNA']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Effects of experience and social context on prospective caching strategies by scrub jays,Nathan Emery,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Social Interaction', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Learning', 'Strategy', 'Memory', 'Astronomy', 'DNA', 'Social behavior', 'Social Context', 'Animals', 'Cell Signalling', 'Medical Research', 'Songbirds', 'Feeding Behavior', 'Foraging Behavior', 'Social Behavior', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,"Ice-volcano interaction of the 1996 Gjálp subglacial eruption, Vatnajökull, Iceland",Helgi Björnsson,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Heat Transfer', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Astronomy', 'DNA', 'Cell Signalling', 'Medical Research', 'Volcanic Eruption', 'Earth Science']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Sodium channel mutation leading to saxitoxin resistance in clams increases risk of PSP,Keiichi Konoki,"['Pharmacology', 'Biochemistry', 'Bioinformatics', 'Evolutionary Biology', 'Genetics', 'Marine Biology', 'Neuroscience', 'Environmental Science', 'Geophysics', 'Physics', 'Materials Science', 'Quantum Physics', 'Developmental Biology', 'Immunology', 'Climate Change', 'Molecular Biology', 'Structural Biology', 'Genomics', 'RNA', 'Computational Biology', 'Transcriptomics', 'Biotechnology', 'Systems Biology', 'Cancer', 'Biology', 'Metabolomics', 'Risk', 'Cell Cycle', 'Proteomics', 'Ecology', 'Drug Discovery', 'Evolution', 'Nanotechnology', 'Astrophysics', 'Neurobiology', 'Medicine', 'Multidisciplinary', 'Palaeobiology', 'Functional Genomics', 'Nature', 'Signal Transduction', 'Natural Selection', 'Astronomy', 'Biological Sciences', 'DNA', 'Cell line', 'Humans', 'Mutation', 'Bivalvia', 'Animals', 'Drug Resistance', 'Cell Signalling', 'Medical Research', 'PARALYSIS', 'Saxitoxin', 'Paralytic shellfish poisoning', 'Sodium', 'Sodium channel', 'Voltage-Gated Sodium Channels', 'Tetrodotoxin', 'Amino Acid Profile', 'Amino Acid Sequence', 'Electric Conductivity', 'Earth Science', 'Binding Site', 'Coastal Area', 'Molecular Sequence Data']"
Physics,Astrophysics,https://www.academia.edu/Documents/in/Astrophysics?f_fri=,Compact objects for everyone: I. White dwarf stars,Stacy  Pouliot,"['Stellar Astrophysics', 'Theoretical astrophysics', 'Structural Equation Modeling', 'Mathematical Modelling', 'Astrophysics', 'Compact Objects', 'Stellar Structure and Evolution']"
